2.645427967711379,0,0,0,0,-1.305062644210105,0,-0.8460218317960229,0,0,0
0,8.627839464851663,-4.248810310902259,0,-1.815271649198803,0,-0.8124071205485983,0,-7.71615105938834,-0.1518322330178427,6.853212147700931
0,-4.257770005318243,90.39626597814488,26.44028716763932,-27.55799456919416,-11.75707953777586,0.4333136156259468,0,-19.43804012445635,10.0623207729392,-34.94974542312975
0,0,26.40816305854713,54.03373983766805,-5.293316789888134,-30.23481862841451,0,0,-7.026895750110569,0,11.00992886756516
0,-1.845121799718105,-27.57641262100536,-5.218557061893321,84.60733394062923,0,-35.55725006536343,0,-6.550775197922618,-0.5488092168902751,-19.62513000775061
-1.305062644214725,0,-11.25008808226359,-30.7000874034432,0,24.6285343812926,0,-2.075563998117638,0,0,0.7280697987329746
0,-0.8614668995240453,0.4387097160738285,0,-35.52337838756581,0,31.59583996199721,0,1.158418862031112,-10.05422524357067,14.72629830146937
-0.8460218317974713,0,0,0,0,-2.075563998114433,0,3.307596154655321,0,0,0
0,-7.791955799868825,-19.46386529407131,-6.989737412172771,-6.58023086798352,0,1.061132310946187,0,76.22740393021731,-25.07801061005696,-26.61555652399512
0,-0.1909276661674044,10.06233126662721,0,-0.5466923649348423,0,-10.10472981594689,0,-25.03138991453761,24.81270784800923,1.814894445846871
0,6.898876524911227,-34.79386684191117,10.76991877924572,-19.50306615188981,1.222843588661237,14.77913012000921,0,-26.48980605291321,1.87067109832758,70.36610127101942
