71.66228913055448,-12.77040458393809,0,-19.71080962239741,-16.96013388791509,-16.02881223635542,-1.376792422004748,-2.150836024667845,0,10.33854965630171,-13.73977213708595
-12.77647618644583,70.16523364175936,6.122563847186754,-9.759382456957677,-14.10049394640864,-11.83991232029269,-1.1359195402393,-17.74915078592498,0,-4.154100451435356,-5.09976785566771
0,5.982656939331353,15.04613330907505,0,-6.34314492225751,0,-6.681159548328096,1.124637925317639,-1.554611212892714,-5.71196970008261,-1.387676773198869
-19.66605855454029,-9.709060593853383,0,28.89335994151235,18.90058525962379,-15.76079824793977,0,-1.6973545653786,0,0,0.6868374940698728
-17.02340310720914,-14.15748546655117,-6.255277128663056,18.79631413245792,85.33203490754744,-12.84639108855309,-17.15840448754889,-11.8169879996551,1.207664689277446,-11.77131029761101,-15.44046232540952
-16.02659087862584,-11.83168126914381,0,-15.80315506115338,-12.78137898059713,68.29044597473501,-0.2794146564384841,-14.87339286430376,0,2.563466411755751,0.09483347077774798
-1.47056629621243,-1.223459773465881,-6.624405552962752,0,-17.19027762141877,-0.374635034072511,78.36807499046512,-5.12065026640771,-14.84995657139538,-21.77997842061038,-11.40278558821746
-2.162818024425149,-17.75506498390853,1.25718498660141,-1.752588661939926,-11.76673667959825,-14.88734143557675,-5.040163752646729,45.85998019540308,8.40060421983369,-15.48682194216412,14.92271106273584
0,0,-1.563716488437878,0,1.11177187949947,0,-14.91513521921067,8.26139383656267,23.49526214793561,-22.39348028229149,7.268013791562639
10.23281830967863,-4.253655092775553,-5.668434067090266,0,-11.81612411007254,2.456445321627642,-21.79314846616295,-15.57925400255559,-22.34139587893008,70.30973917472336,-2.693927623102887
-13.79496109256253,-5.148796361421097,-1.29455081218197,0.5908098138816354,-15.43328711643231,0.06846679115460762,-11.36431356519959,14.88032975432414,7.368866093220716,-2.642793225124273,28.08295061648225
